TMSTAMP,RECNBR,WaterTemp,SpCond,Cond,TDS,Salinity,ODOSat,ODO,Pressure,Depth,PH,Turbidity,FChlorophyll,MChlorophyll,FAlgae,MAlgae,fDom,QSEfDom,pHmv,Site
2/6/2019 1:54,18349,28.33,53.73,57.15,34.92,35.4,93.9,6,0.63,0.419,8.06,-0.44,0.33,1.12,0.04,2.16,0.57,1.71,-90.7,STRI
2/6/2019 2:00,18350,28.33,53.72,57.14,34.92,35.4,93.9,6,0.65,0.431,8.06,-0.25,0.43,1.41,0.15,2.37,0.86,2.59,-90.9,STRI
2/6/2019 2:06,18351,28.33,53.72,57.14,34.92,35.4,94.3,6.03,0.65,0.433,8.06,-0.36,0.32,1.1,0.06,2.19,0.4,1.2,-90.8,STRI
2/6/2019 2:12,18352,28.32,53.72,57.13,34.92,35.4,93,5.95,0.66,0.436,8.06,-0.33,0.31,1.07,-0.04,2.01,0.8,2.4,-90.7,STRI
2/6/2019 2:24,18353,28.32,53.73,57.13,34.92,35.4,93.2,5.96,0.66,0.442,8.06,-0.22,0.38,1.26,0.1,2.27,0.69,2.06,-90.7,STRI
2/6/2019 2:30,18354,28.31,53.72,57.12,34.92,35.4,91.9,5.88,0.68,0.451,8.06,-0.32,0.33,1.11,-0.04,2,0.05,0.14,-90.6,STRI
2/6/2019 2:36,18355,28.29,53.73,57.11,34.92,35.4,92.6,5.92,0.67,0.445,8.06,-0.31,0.35,1.19,0.13,2.33,0.66,1.99,-90.6,STRI
2/6/2019 2:42,18356,28.28,53.72,57.09,34.92,35.4,93.2,5.96,0.69,0.459,8.06,-0.33,0.35,1.18,0.11,2.3,0.96,2.87,-90.7,STRI
2/6/2019 2:54,18357,28.28,53.72,57.09,34.92,35.4,93.6,5.99,0.68,0.453,8.06,-0.03,0.37,1.23,0.09,2.26,0.22,0.65,-90.8,STRI
2/6/2019 3:00,18358,28.27,53.72,57.07,34.92,35.4,93.2,5.97,0.69,0.461,8.06,-0.33,0.36,1.21,0.06,2.2,0.86,2.57,-90.7,STRI
2/6/2019 3:06,18359,28.26,53.72,57.07,34.92,35.4,95.5,6.11,0.7,0.467,8.07,-0.34,0.37,1.23,0.06,2.2,0.62,1.85,-91.1,STRI
2/6/2019 3:12,18360,28.26,53.72,57.07,34.92,35.4,94.4,6.04,0.7,0.464,8.06,-0.36,0.32,1.08,-0.04,2,0.68,2.05,-91.1,STRI
2/6/2019 3:24,18361,28.26,53.72,57.07,34.92,35.4,94.3,6.04,0.71,0.472,8.07,-0.43,0.33,1.13,-0.02,2.04,-0.14,-0.41,-91.1,STRI
2/6/2019 3:30,18362,28.27,53.72,57.07,34.91,35.39,97.8,6.26,0.72,0.479,8.07,-0.42,0.33,1.13,0.11,2.29,0.03,0.1,-91.4,STRI
2/6/2019 3:36,18363,28.27,53.72,57.08,34.92,35.39,98.3,6.29,0.7,0.469,8.08,-0.36,0.36,1.22,0.04,2.15,0.28,0.83,-91.9,STRI
2/6/2019 3:42,18364,28.28,53.72,57.08,34.91,35.39,98.4,6.3,0.72,0.478,8.08,-0.45,0.34,1.16,0.14,2.34,0.78,2.34,-91.9,STRI
2/6/2019 3:54,18365,28.27,53.72,57.08,34.92,35.39,98.1,6.28,0.71,0.476,8.08,-0.4,0.33,1.12,-0.01,2.07,0.54,1.63,-91.9,STRI
2/6/2019 4:00,18366,28.25,53.72,57.06,34.92,35.4,97.1,6.22,0.72,0.483,8.07,-0.44,0.34,1.14,0.06,2.2,-0.15,-0.46,-91.5,STRI
2/6/2019 4:06,18367,28.26,53.72,57.06,34.92,35.4,97.4,6.23,0.72,0.483,8.08,-0.43,0.35,1.17,-0.03,2.03,0.67,2.01,-91.7,STRI
2/6/2019 4:12,18368,28.24,53.72,57.04,34.92,35.4,96.8,6.2,0.72,0.48,8.07,-0.38,0.3,1.02,0.01,2.09,0.83,2.49,-91.4,STRI
2/6/2019 4:24,18369,28.23,53.72,57.03,34.92,35.4,96.6,6.19,0.72,0.482,8.07,-0.44,0.37,1.23,0.01,2.1,-0.24,-0.73,-91.5,STRI
2/6/2019 4:30,18370,28.25,53.71,57.05,34.91,35.39,97.4,6.24,0.73,0.488,8.08,-0.44,0.33,1.12,0,2.07,-0.12,-0.35,-91.7,STRI
2/6/2019 4:36,18371,28.24,53.71,57.04,34.91,35.39,97.9,6.27,0.73,0.484,8.08,-0.43,0.29,1.01,-0.05,1.99,0.48,1.43,-91.8,STRI
2/6/2019 4:42,18372,28.25,53.71,57.04,34.91,35.39,97.4,6.24,0.73,0.488,8.07,-0.49,0.29,1.01,0,2.09,0.76,2.27,-91.7,STRI
2/6/2019 4:54,18373,28.24,53.71,57.04,34.91,35.39,97.4,6.23,0.73,0.489,8.07,-0.34,0.27,0.95,-0.13,1.83,0.85,2.56,-91.6,STRI
2/6/2019 5:00,18374,28.24,53.71,57.03,34.91,35.39,97.5,6.24,0.74,0.495,8.08,-0.53,0.28,0.97,-0.03,2.02,-0.07,-0.2,-91.7,STRI
2/6/2019 5:06,18375,28.23,53.71,57.02,34.91,35.39,96.9,6.21,0.74,0.493,8.07,-0.45,0.28,0.99,-0.01,2.06,-0.2,-0.61,-91.6,STRI
2/6/2019 5:12,18376,28.22,53.71,57.02,34.91,35.39,96.3,6.17,0.74,0.495,8.07,-0.49,0.28,0.98,0,2.07,-0.2,-0.59,-91.5,STRI
2/6/2019 5:24,18377,28.2,53.72,57,34.92,35.4,96,6.15,0.74,0.497,8.07,-0.46,0.28,0.98,-0.01,2.06,0.48,1.44,-91.3,STRI
2/6/2019 5:30,18378,28.2,53.71,57,34.91,35.39,96.6,6.19,0.75,0.499,8.07,-0.47,0.28,0.96,-0.1,1.89,0.14,0.41,-91.5,STRI
2/6/2019 5:36,18379,28.19,53.71,56.99,34.91,35.39,97.2,6.23,0.75,0.499,8.07,-0.43,0.36,1.2,0.03,2.13,-0.17,-0.5,-91.6,STRI
2/6/2019 5:42,18380,28.19,53.71,56.99,34.91,35.39,97.4,6.24,0.75,0.502,8.07,0.34,0.34,1.16,-0.05,1.98,0.79,2.36,-91.6,STRI
2/6/2019 5:54,18381,28.2,53.71,56.99,34.91,35.39,97.1,6.22,0.75,0.504,8.07,-0.43,0.25,0.87,0,2.08,0.11,0.32,-91.6,STRI
2/6/2019 6:00,18382,28.2,53.71,56.99,34.91,35.39,97.7,6.26,0.76,0.506,8.08,-0.48,0.29,1.01,-0.04,2.01,0.47,1.41,-91.7,STRI
2/6/2019 6:06,18383,28.2,53.71,56.99,34.91,35.39,97.1,6.22,0.76,0.505,8.08,-0.46,0.35,1.17,-0.04,2.01,0.7,2.09,-91.7,STRI
2/6/2019 6:12,18384,28.19,53.71,56.99,34.91,35.39,97.2,6.23,0.76,0.505,8.08,-0.53,0.29,0.99,-0.11,1.88,0.42,1.25,-91.7,STRI
2/6/2019 6:24,18385,28.19,53.71,56.99,34.91,35.39,97.2,6.23,0.76,0.508,8.08,-0.47,0.3,1.04,0,2.08,0.1,0.29,-91.7,STRI
2/6/2019 6:30,18386,28.19,53.71,56.98,34.91,35.39,96.6,6.19,0.75,0.502,8.07,-0.49,0.27,0.94,-0.1,1.89,0.13,0.38,-91.5,STRI
2/6/2019 6:36,18387,28.19,53.71,56.98,34.91,35.39,96.7,6.19,0.75,0.501,8.07,-0.54,0.33,1.12,-0.07,1.94,0.56,1.67,-91.5,STRI
2/6/2019 6:42,18388,28.18,53.71,56.98,34.91,35.39,96.3,6.17,0.75,0.5,8.07,-0.4,0.35,1.18,0,2.09,-0.1,-0.3,-91.4,STRI
2/6/2019 6:54,18389,28.19,53.71,56.98,34.91,35.39,96.2,6.17,0.75,0.5,8.07,-0.42,0.41,1.36,-0.01,2.06,0.29,0.88,-91.3,STRI
2/6/2019 7:00,18390,28.17,53.71,56.96,34.91,35.39,95.7,6.13,0.75,0.499,8.07,-0.46,0.42,1.37,0.04,2.15,0.02,0.06,-91.4,STRI
2/6/2019 7:06,18391,28.17,53.71,56.95,34.91,35.39,95.8,6.14,0.74,0.496,8.07,-0.39,0.41,1.36,0.05,2.18,0,0,-91.5,STRI
2/6/2019 7:12,18392,28.17,53.71,56.96,34.91,35.39,95.7,6.13,0.75,0.498,8.07,-0.37,0.39,1.31,0.09,2.24,-0.08,-0.24,-91.4,STRI
2/6/2019 7:24,18393,28.17,53.71,56.96,34.91,35.39,95.8,6.14,0.74,0.495,8.07,-0.33,0.36,1.21,0.02,2.12,0.08,0.25,-91.4,STRI
2/6/2019 7:30,18394,28.17,53.71,56.97,34.91,35.39,96.1,6.16,0.75,0.498,8.07,-0.37,0.43,1.43,0.1,2.27,0.08,0.23,-91.5,STRI
2/6/2019 7:36,18395,28.17,53.71,56.96,34.91,35.39,95.9,6.15,0.74,0.493,8.07,-0.46,0.32,1.11,-0.02,2.04,-0.1,-0.3,-91.3,STRI
2/6/2019 7:42,18396,28.17,53.71,56.96,34.91,35.39,96.2,6.17,0.74,0.496,8.07,-0.46,0.33,1.11,0.01,2.11,-0.07,-0.21,-91.5,STRI
2/6/2019 7:54,18397,28.17,53.7,56.95,34.91,35.39,96.3,6.18,0.74,0.494,8.07,-0.45,0.3,1.04,-0.04,2,0.2,0.61,-91.5,STRI
2/6/2019 8:00,18398,28.18,53.71,56.96,34.91,35.39,96,6.15,0.75,0.5,8.07,-0.5,0.29,1,-0.07,1.94,0.43,1.3,-91.5,STRI
2/6/2019 8:06,18399,28.18,53.7,56.97,34.91,35.39,96.4,6.18,0.75,0.5,8.07,-0.31,0.34,1.16,0.09,2.24,0.23,0.7,-91.5,STRI
2/6/2019 8:12,18400,28.18,53.71,56.97,34.91,35.39,96.2,6.16,0.75,0.498,8.07,-0.47,0.28,0.99,-0.15,1.8,-0.01,-0.02,-91.5,STRI
2/6/2019 8:24,18401,28.19,53.71,56.98,34.91,35.39,95.9,6.14,0.75,0.503,8.07,-0.43,0.3,1.04,-0.09,1.9,-0.17,-0.5,-91.5,STRI
2/6/2019 8:30,18402,28.18,53.71,56.96,34.91,35.39,95.5,6.12,0.77,0.513,8.07,-0.27,0.33,1.12,-0.1,1.89,-0.09,-0.28,-91.3,STRI
2/6/2019 8:36,18403,28.18,53.7,56.97,34.91,35.39,95.7,6.13,0.76,0.51,8.07,-0.26,0.31,1.06,-0.07,1.95,0.41,1.23,-91.3,STRI
2/6/2019 8:42,18404,28.18,53.71,56.97,34.91,35.39,95.6,6.12,0.78,0.519,8.07,-0.41,0.28,0.97,0,2.08,0.12,0.35,-91.3,STRI
2/6/2019 8:54,18405,28.19,53.71,56.97,34.91,35.39,95.9,6.14,0.77,0.517,8.07,-0.44,0.3,1.02,-0.09,1.92,0.04,0.12,-91.3,STRI
2/6/2019 9:00,18406,28.19,53.71,56.98,34.91,35.39,95.5,6.12,0.79,0.526,8.07,-0.46,0.27,0.95,-0.1,1.9,-0.11,-0.33,-91.2,STRI
2/6/2019 9:06,18407,28.2,53.71,56.99,34.91,35.39,95.5,6.12,0.79,0.529,8.07,-0.41,0.26,0.93,-0.13,1.84,0.53,1.58,-91.3,STRI
2/6/2019 9:12,18408,28.2,53.7,56.99,34.91,35.39,95.6,6.13,0.79,0.532,8.07,-0.48,0.28,0.98,-0.1,1.9,0.08,0.23,-91.3,STRI
2/6/2019 9:24,18409,28.2,53.71,56.99,34.91,35.39,95.7,6.13,0.8,0.534,8.07,-0.45,0.35,1.17,-0.02,2.04,0.01,0.03,-91.3,STRI
2/6/2019 9:30,18410,28.2,53.71,56.99,34.91,35.39,96,6.15,0.81,0.545,8.07,-0.42,0.29,1.01,-0.05,1.98,-0.01,-0.04,-91.4,STRI
2/6/2019 9:36,18411,28.21,53.71,57,34.91,35.39,96.3,6.17,0.81,0.546,8.07,-0.48,0.26,0.92,-0.17,1.75,0.23,0.69,-91.5,STRI
2/6/2019 9:42,18412,28.22,53.71,57.01,34.91,35.39,96.5,6.18,0.81,0.546,8.07,-0.37,0.27,0.94,-0.08,1.94,0.24,0.73,-91.4,STRI
2/6/2019 9:54,18413,28.23,53.71,57.02,34.91,35.39,96.7,6.19,0.82,0.553,8.07,-0.46,0.24,0.85,-0.11,1.86,-0.01,-0.04,-91.5,STRI
2/6/2019 10:00,18414,28.26,53.71,57.05,34.91,35.39,97.2,6.22,0.83,0.556,8.07,-0.48,0.23,0.82,-0.19,1.72,-0.11,-0.34,-91.6,STRI
2/6/2019 10:06,18415,28.27,53.71,57.06,34.91,35.39,97.8,6.26,0.83,0.555,8.08,-0.46,0.22,0.78,-0.28,1.54,-0.02,-0.07,-91.7,STRI
2/6/2019 10:12,18416,28.28,53.71,57.08,34.91,35.39,98.3,6.29,0.82,0.551,8.08,-0.45,0.19,0.72,-0.24,1.63,0.4,1.2,-91.9,STRI
2/6/2019 10:24,18417,28.29,53.71,57.09,34.91,35.39,99.1,6.34,0.83,0.554,8.08,-0.38,0.27,0.95,-0.13,1.83,0.04,0.13,-91.9,STRI
2/6/2019 10:30,18418,28.31,53.72,57.11,34.92,35.39,101.5,6.49,0.83,0.557,8.09,-0.42,0.28,0.98,-0.04,2,-0.06,-0.18,-92.3,STRI
2/6/2019 10:36,18419,28.32,53.71,57.12,34.91,35.39,102.1,6.53,0.83,0.556,8.09,-0.42,0.28,0.99,-0.06,1.98,0.59,1.78,-92.6,STRI
2/6/2019 10:42,18420,28.33,53.71,57.13,34.91,35.39,101.8,6.51,0.84,0.562,8.09,-0.35,0.24,0.86,-0.13,1.84,0.79,2.38,-92.5,STRI
2/6/2019 10:54,18421,28.32,53.72,57.13,34.92,35.39,102.3,6.54,0.84,0.56,8.09,-0.39,0.28,0.96,-0.09,1.9,0.27,0.81,-92.5,STRI
2/6/2019 11:00,18422,28.35,53.72,57.15,34.91,35.39,103,6.58,0.84,0.565,8.09,-0.45,0.3,1.02,-0.03,2.05,0.23,0.7,-92.6,STRI
2/6/2019 11:06,18423,28.35,53.72,57.15,34.92,35.39,102.7,6.56,0.85,0.568,8.09,-0.23,0.32,1.1,-0.15,1.8,0.61,1.84,-92.5,STRI
2/6/2019 11:12,18424,28.35,53.72,57.16,34.92,35.39,102.4,6.54,0.85,0.57,8.09,-0.49,0.27,0.94,-0.13,1.84,0.66,1.99,-92.4,STRI
2/6/2019 11:24,18425,28.35,53.72,57.16,34.92,35.39,102.2,6.53,0.85,0.567,8.09,-0.48,0.27,0.96,-0.08,1.93,0.19,0.56,-92.5,STRI
2/6/2019 11:30,18426,28.37,53.72,57.17,34.91,35.39,102.4,6.54,0.85,0.569,8.09,-0.42,0.27,0.94,-0.08,1.93,-0.01,-0.02,-92.5,STRI
2/6/2019 11:36,18427,28.37,53.72,57.18,34.92,35.39,102.9,6.58,0.86,0.575,8.09,-0.43,0.31,1.07,-0.09,1.91,0.64,1.91,-92.6,STRI
2/6/2019 11:42,18428,28.38,53.72,57.19,34.92,35.39,102.9,6.57,0.85,0.573,8.09,-0.44,0.22,0.8,-0.23,1.64,0.05,0.14,-92.5,STRI
2/6/2019 11:54,18429,28.4,53.72,57.2,34.92,35.39,103.3,6.6,0.85,0.574,8.09,-0.49,0.21,0.77,-0.12,1.86,0.01,0.04,-92.6,STRI
2/6/2019 12:00,18430,28.45,53.72,57.25,34.91,35.39,106.3,6.79,0.87,0.582,8.1,-0.49,0.26,0.91,-0.04,2,0.03,0.08,-93.1,STRI
2/6/2019 12:06,18431,28.46,53.73,57.28,34.92,35.39,106.6,6.8,0.87,0.583,8.1,-0.54,0.38,1.27,-0.04,2,0.23,0.68,-93.2,STRI
2/6/2019 12:18,18432,28.47,53.72,57.28,34.92,35.39,106.6,6.8,0.87,0.582,8.1,-0.21,0.31,1.05,-0.02,2.03,0.4,1.21,-93.2,STRI
2/6/2019 12:24,18433,28.48,53.73,57.3,34.92,35.39,108,6.89,0.88,0.588,8.1,-0.53,0.23,0.82,-0.1,1.89,0.55,1.64,-93.3,STRI
2/6/2019 12:30,18434,28.51,53.72,57.33,34.92,35.39,107.7,6.86,0.87,0.585,8.1,-0.42,0.22,0.8,-0.22,1.65,0.31,0.93,-93.2,STRI
2/6/2019 12:36,18435,28.53,53.73,57.35,34.93,35.4,106.8,6.81,0.88,0.588,8.1,-0.48,0.17,0.65,-0.19,1.7,0.12,0.36,-93.4,STRI
2/6/2019 12:42,18436,28.54,53.73,57.36,34.93,35.4,108.1,6.89,0.88,0.591,8.1,-0.53,0.17,0.65,-0.16,1.78,0.15,0.44,-93.2,STRI
2/6/2019 12:54,18437,28.53,53.74,57.36,34.93,35.4,107.4,6.84,0.88,0.59,8.11,-0.27,0.18,0.69,-0.13,1.83,0.29,0.86,-93.5,STRI
2/6/2019 13:00,18438,28.52,53.73,57.34,34.92,35.39,108,6.88,0.88,0.589,8.11,-0.32,0.27,0.95,-0.1,1.89,0.26,0.79,-93.6,STRI
2/6/2019 13:06,18439,28.51,53.73,57.33,34.92,35.4,106.7,6.8,0.89,0.599,8.1,-0.51,0.16,0.62,0.12,2.31,0.25,0.74,-93.2,STRI
2/6/2019 13:12,18440,28.52,53.72,57.33,34.92,35.39,107.1,6.83,0.89,0.596,8.1,-0.41,0.22,0.78,-0.16,1.79,0.33,0.99,-93.3,STRI
2/6/2019 13:24,18441,28.52,53.72,57.34,34.92,35.39,106.8,6.8,0.88,0.594,8.1,-0.57,0.31,1.08,-0.11,1.87,0.32,0.96,-93.3,STRI
2/6/2019 13:30,18442,28.53,53.73,57.35,34.92,35.4,107.2,6.83,0.89,0.601,8.11,-0.58,0.2,0.74,-0.1,1.9,0.25,0.75,-93.6,STRI
2/6/2019 13:36,18443,28.54,53.72,57.34,34.92,35.39,108.1,6.89,0.9,0.606,8.11,-0.44,0.28,0.98,-0.15,1.79,0.01,0.03,-93.6,STRI
2/6/2019 13:42,18444,28.57,53.73,57.39,34.92,35.39,108.6,6.91,0.89,0.598,8.11,-0.49,0.2,0.74,-0.31,1.5,0.17,0.52,-93.6,STRI
2/6/2019 13:54,18445,28.55,53.73,57.38,34.93,35.4,106.5,6.78,0.9,0.602,8.1,-0.56,0.23,0.84,-0.2,1.69,0.11,0.32,-93.2,STRI
2/6/2019 14:00,18446,28.54,53.73,57.35,34.92,35.39,106,6.76,0.9,0.605,8.1,-0.55,0.13,0.53,-0.31,1.48,0.13,0.39,-93.2,STRI
2/6/2019 14:06,18447,28.53,53.73,57.35,34.92,35.39,106.9,6.81,0.9,0.603,8.1,-0.35,0.2,0.73,-0.2,1.71,0.21,0.63,-93.3,STRI
2/6/2019 14:12,18448,28.53,53.73,57.35,34.92,35.39,106.3,6.77,0.9,0.603,8.1,-0.6,0.13,0.54,-0.29,1.54,0.14,0.43,-93.1,STRI
2/6/2019 14:24,18449,28.53,53.73,57.35,34.92,35.39,106.4,6.78,0.9,0.605,8.1,-0.46,0.19,0.72,-0.21,1.69,0.17,0.52,-93,STRI
2/6/2019 14:30,18450,28.51,53.72,57.33,34.92,35.39,106.4,6.78,0.9,0.604,8.1,-0.52,0.18,0.67,-0.13,1.83,0.12,0.36,-93.3,STRI
2/6/2019 14:36,18451,28.51,53.72,57.33,34.92,35.39,105.9,6.75,0.9,0.604,8.1,-0.54,0.14,0.56,-0.32,1.46,0.29,0.88,-93.2,STRI
2/6/2019 14:42,18452,28.49,53.72,57.3,34.92,35.39,106.6,6.8,0.9,0.605,8.1,-0.52,0.21,0.76,-0.14,1.81,0.25,0.74,-93.2,STRI
2/6/2019 14:54,18453,28.68,53.66,57.43,34.88,35.34,111.7,7.1,0.9,0.606,8.11,-0.45,0.22,0.81,0.01,2.09,0.16,0.47,-93.7,STRI
2/6/2019 15:00,18454,28.63,53.73,57.45,34.92,35.39,109.5,6.97,0.9,0.606,8.11,-0.46,0.19,0.72,-0.19,1.73,0.2,0.61,-93.5,STRI
2/6/2019 15:06,18455,28.71,53.73,57.53,34.92,35.39,113,7.18,0.89,0.599,8.12,-0.14,0.37,1.22,0.16,2.38,0.28,0.83,-94.4,STRI
2/6/2019 15:12,18456,28.77,53.7,57.57,34.9,35.37,111.5,7.08,0.89,0.595,8.11,-0.42,0.26,0.9,-0.17,1.77,0,-0.01,-93.9,STRI
2/6/2019 15:24,18457,28.77,53.73,57.6,34.92,35.39,112.9,7.17,0.88,0.592,8.12,-0.16,0.27,0.93,-0.01,2.06,0.22,0.66,-94.3,STRI
2/6/2019 15:30,18458,28.85,53.72,57.67,34.92,35.38,115.6,7.33,0.88,0.593,8.13,-0.3,0.33,1.11,-0.04,2.01,0.1,0.29,-94.7,STRI
2/6/2019 15:36,18459,28.88,53.73,57.71,34.93,35.39,116.2,7.36,0.87,0.582,8.13,-0.44,0.24,0.86,0.04,2.16,-0.08,-0.23,-94.8,STRI
2/6/2019 15:48,18460,28.84,53.73,57.67,34.92,35.39,115.2,7.3,0.87,0.585,8.12,-0.41,0.2,0.73,-0.2,1.7,0.29,0.87,-94.2,STRI
2/6/2019 15:54,18461,28.86,53.75,57.72,34.94,35.4,116.8,7.4,0.87,0.581,8.13,-0.44,0.2,0.74,-0.19,1.72,0.73,2.19,-94.7,STRI
2/6/2019 16:00,18462,28.68,53.79,57.57,34.96,35.44,110,6.99,0.86,0.575,8.11,-0.58,0.19,0.72,-0.17,1.76,0.54,1.63,-93.5,STRI
2/6/2019 16:06,18463,28.75,53.68,57.52,34.89,35.35,110,6.99,0.85,0.569,8.11,-0.37,0.19,0.72,-0.07,1.94,0.82,2.46,-93.5,STRI
2/6/2019 16:18,18464,28.77,53.67,57.54,34.89,35.34,112,7.11,0.85,0.57,8.12,-0.16,0.22,0.79,-0.09,1.91,0.77,2.3,-94.5,STRI
2/6/2019 16:24,18465,28.74,53.73,57.56,34.92,35.39,114.8,7.29,0.83,0.559,8.12,-0.46,0.27,0.94,0,2.08,0.15,0.44,-94.4,STRI
2/6/2019 16:30,18466,28.69,53.74,57.52,34.93,35.4,110.2,7,0.84,0.566,8.11,-0.28,0.28,0.96,0.04,2.16,0.01,0.02,-93.6,STRI
2/6/2019 16:42,18467,28.54,53.78,57.41,34.95,35.43,105.5,6.72,0.83,0.556,8.1,-0.49,0.24,0.84,-0.2,1.7,0.34,1.03,-93,STRI
2/6/2019 16:48,18468,28.43,53.74,57.26,34.93,35.41,104.5,6.67,0.82,0.552,8.1,-0.6,0.28,0.99,0,2.08,0.27,0.81,-92.8,STRI
2/6/2019 16:54,18469,28.48,53.73,57.31,34.93,35.4,107.3,6.84,0.82,0.55,8.1,-0.37,0.32,1.09,0.42,2.88,0.11,0.34,-93.2,STRI
2/6/2019 17:06,18470,28.45,53.74,57.28,34.93,35.41,105.8,6.75,0.82,0.55,8.1,-0.53,0.32,1.09,0.05,2.17,0.26,0.79,-93,STRI
2/6/2019 17:12,18471,28.45,53.74,57.28,34.93,35.4,106.1,6.77,0.81,0.542,8.1,-0.52,0.37,1.24,0.06,2.19,0.05,0.14,-93.2,STRI
2/6/2019 17:18,18472,28.56,53.7,57.36,34.91,35.38,111,7.07,0.79,0.531,8.11,-0.31,0.37,1.24,0.17,2.4,0.31,0.94,-93.9,STRI
2/6/2019 17:30,18473,28.66,53.72,57.47,34.91,35.38,113.5,7.22,0.79,0.526,8.13,-0.29,0.43,1.42,0.08,2.24,0.4,1.21,-94.7,STRI
2/6/2019 17:36,18474,28.67,53.73,57.49,34.92,35.39,115.9,7.37,0.76,0.512,8.13,-0.47,0.47,1.52,0.08,2.24,0.29,0.87,-94.9,STRI
2/6/2019 17:42,18475,28.61,53.77,57.48,34.95,35.42,112.8,7.17,0.77,0.512,8.12,-0.47,0.37,1.25,0.09,2.25,0.39,1.17,-94.4,STRI
2/6/2019 17:48,18476,28.66,53.72,57.48,34.92,35.39,116.2,7.39,0.75,0.501,8.13,-0.42,0.37,1.25,0.07,2.21,0.13,0.38,-94.8,STRI
2/6/2019 17:54,18477,28.69,53.75,57.54,34.94,35.4,118.3,7.52,0.74,0.496,8.14,-0.4,0.43,1.43,0.18,2.42,0.02,0.06,-95.4,STRI
2/6/2019 18:00,18478,28.69,53.73,57.52,34.93,35.39,117.6,7.48,0.73,0.49,8.13,-0.43,0.45,1.48,0.29,2.63,0.54,1.61,-95.2,STRI
2/6/2019 18:06,18479,28.68,53.75,57.53,34.94,35.41,114.8,7.3,0.72,0.48,8.13,-0.44,0.34,1.16,0.1,2.27,0.1,0.3,-95.1,STRI
2/6/2019 18:12,18480,28.65,53.75,57.5,34.94,35.41,112.4,7.15,0.71,0.477,8.12,-0.34,0.34,1.15,0.02,2.11,0.66,1.98,-94.5,STRI
2/6/2019 18:24,18481,28.6,53.74,57.44,34.93,35.4,113.5,7.22,0.7,0.465,8.12,-0.22,0.49,1.6,0.26,2.58,0.16,0.49,-94.3,STRI
2/6/2019 18:30,18482,28.54,53.74,57.37,34.93,35.41,107.1,6.82,0.69,0.459,8.11,-0.51,0.32,1.1,-0.07,1.94,0.25,0.74,-93.5,STRI
2/6/2019 18:36,18483,28.54,53.75,57.38,34.94,35.41,106.9,6.81,0.68,0.451,8.11,-0.55,0.42,1.39,0.1,2.27,0.23,0.68,-93.7,STRI
2/6/2019 18:42,18484,28.52,53.76,57.37,34.94,35.42,106.4,6.78,0.67,0.446,8.11,-0.39,0.32,1.09,0.01,2.1,-0.08,-0.25,-94,STRI
2/6/2019 18:54,18485,28.53,53.78,57.41,34.96,35.43,108.7,6.92,0.66,0.438,8.11,-0.25,0.34,1.15,-0.04,2,0.22,0.66,-94,STRI
2/6/2019 19:00,18486,28.44,53.74,57.27,34.93,35.41,103.7,6.62,0.65,0.429,8.1,-0.48,0.51,1.66,0.12,2.3,0.21,0.62,-93.2,STRI
2/6/2019 19:06,18487,28.44,53.73,57.26,34.92,35.4,102.8,6.56,0.64,0.423,8.09,-0.58,0.41,1.34,-0.02,2.04,0.13,0.39,-92.7,STRI
2/6/2019 19:12,18488,28.45,53.73,57.26,34.92,35.39,104.2,6.65,0.63,0.417,8.1,-0.51,0.55,1.77,0.26,2.57,0.21,0.63,-93,STRI
2/6/2019 19:24,18489,28.47,53.73,57.29,34.92,35.4,105.2,6.71,0.62,0.412,8.11,-0.52,0.42,1.38,-0.01,2.07,0.27,0.8,-93.4,STRI
2/6/2019 19:30,18490,28.58,53.74,57.41,34.93,35.4,115.4,7.34,0.61,0.402,8.15,-0.51,0.35,1.17,0.13,2.32,0.25,0.76,-96.1,STRI
2/6/2019 19:36,18491,28.58,53.72,57.39,34.92,35.38,118.1,7.52,0.6,0.398,8.15,-0.51,0.54,1.74,0.24,2.54,0.17,0.51,-96.1,STRI
2/6/2019 19:42,18492,28.53,53.75,57.38,34.94,35.41,110.7,7.05,0.59,0.389,8.13,-0.51,0.43,1.42,0.21,2.48,0.38,1.14,-94.9,STRI
2/6/2019 19:54,18493,28.53,53.75,57.37,34.94,35.41,110.3,7.03,0.58,0.387,8.13,-0.2,0.51,1.65,0.14,2.35,0.24,0.72,-94.8,STRI
2/6/2019 20:00,18494,28.63,53.73,57.46,34.93,35.39,126.6,8.05,0.57,0.38,8.19,-0.41,0.49,1.58,0.33,2.71,0.36,1.09,-98.3,STRI
2/6/2019 20:06,18495,28.63,53.76,57.48,34.94,35.41,125.4,7.98,0.56,0.369,8.18,-0.26,0.57,1.83,0.23,2.52,0.58,1.73,-97.7,STRI
2/6/2019 20:12,18496,28.57,53.76,57.42,34.94,35.41,115.3,7.34,0.56,0.367,8.14,-0.44,0.5,1.63,0.61,3.24,0.29,0.88,-95.7,STRI
2/6/2019 20:24,18497,28.52,53.76,57.37,34.94,35.42,109,6.95,0.55,0.364,8.12,-0.01,0.46,1.51,0.25,2.55,0.22,0.66,-94.2,STRI
2/6/2019 20:30,18498,28.46,53.73,57.28,34.93,35.4,103.9,6.63,0.55,0.361,8.1,0.01,0.49,1.59,0.21,2.47,0.36,1.09,-93,STRI
